1	2026-09-16T22:15:47.629874475-0400	00:0c:29:0e:d1:ce	ff:ff:ff:ff:ff:ff	1	192.168.159.128	00:0c:29:0e:d1:ce	192.168.159.2	00:00:00:00:00:00
2	2026-09-16T22:15:47.630096747-0400	00:50:56:f2:0e:73	00:0c:29:0e:d1:ce	2	192.168.159.2	00:50:56:f2:0e:73	192.168.159.128	00:0c:29:0e:d1:ce
